name
Ghanshyam Rohera
Kubbra Sait
Soujan Josseph
Deepraj Rana
Kanikka Kapur
Srishti Lakhotiya
Yashit Duggal
Mallika Arora
Krishna Kapil
Japinder Kaur Baweja
Priyom Gautam
Masha Pour
Jaaved Jaaferi
Tina Desai
Mehboob Khan
Achyut Potdar
Moni Chatterjee
Pomy Dev
Rajesh Pandey
Mohamad Khan
Ivan Rodrigues
Aman Dhaliwal
Virendra Razdan
Arsh Bajwa
T.R. Narasimharaju
Jayasurya
Lallit
Dakshita Patel
Dinesh P. Bhonsle
Indira Bansal
Vikram Bhagra
Narendra Joshi
Bhavin Wadia
Alok Chaturvedi
Kamal Mitra
Uplaksh Kochhar
Shabana Raza
Payal Kumawat
Anil Sharma
Sabeeha
Madhuruchi Lamba
Star:Maruti Rao
M.K. Radha
Singeetam Srinivasa Rao
Shahid Kapoor
Jiten Mukhi
Shilpa Shukla
Tiger Shroff
Dasari Narayana Rao
Praful Tiwari
Arun Govil
Mukhtar Ahmed
Jeffrey Jones
Raisa Padamsee
Mahesh Kodiyal
Towenkal Bose
Udita Goswami
Vipul Bhatt
Ilavarasu
Vijay Adhav
Akhil Mishra
Nalini Tarkhad
Kalyan
Manvendra Chitnis
Sajit Warrier
Abraham Sofaer
Yogesh Chikne
Neelu Dogra
Amrita Bagchi
Priyanka Sarkar
Devendra Duha
Shrikant Moghe
Pushkar Bhaskar Pant
Pravin Bhatt
Iqbalnath Kaul
Dada Kondke
Yugesh Anil
Shiv Sahni
Siddharth Menon
Alankar Joshi
Hameed Alam
Saloni Batra
Chakravarti
Rusi Mistry
Yudhveer Singh
Parvin Syal
Tina Rana
Bhawani Muzamil
Anu Agarwal
Mandar Jadhav
Nandlal Jaswantlal
Isha Talwar
Usha Kiran
Riya Sisodiya
Harbhajan Virdi
Rupleena Bose
Brijesh
Poonam Kapoor
T.J. Bhanu
Tahira Kochhar
Bharati Jaffrey
Bhanu Bannerjee
Master Akash
Ratilal Hemchand Punatar
Sabina Chema
Aditya Kumar
Duplicate Sunny Deol
Nathalia Kaur
Raz Rehman Ali
Sisir Misra
Rakesh Kakaria
Ajay
Zeenat Aman
Bharat Jain
Junior Shakti Kapoor
Paul Zils
Sharvani Sahay
Hashmat Siddiqu
Kabeer Rai
Sunil Subramani
Mantosh Kumar
Star:Raja Bundela
Deepanshu Malik
V. Ravindra
Aashish Bhatt
Sukhdev Ahluwalia
Harinam Singh
Sanjay Mengar
Zala Akash
Ronobir Lahiri
Mrunmayee Deshpande
Srinivaas Anjanappa
Partho Mitra
Kuber Attri
Boopathi
Vishal Agiran
Imran Khalid
Kiren Jogi
M.N. Yasin
Sumeet Kant Kaul
Parveen Khan
Arshad Khan
Amit Pundir
Anup Soni
Jagdish Sidana
Imran
Ganesh Acharya
Ajay Naik
Natasha Mendonca
Sudip Bandyopadhyay
Jaggesh
Raju Mavani
Harish Chhabra
Sufi
Shivangi Bhayana
Marginanini
Chawla
Vicky G.
Dileep Singh Kushvaha
Amitoj Mann
Sandeep Reddy Vanga
Ram Asra
Ruchika Oberoi
Kirti Kumar
Aleksey Batalov
Rajiv Chilaka
Tina Sequeira
Abrar Zahoor
Bachan
Jeet Upendra
Jayant Dave
Yeshi Dema
Gaurav Kamble
Gurpreet Kaur Chadha
Shilpa Shetty Kundra
Ravindra Sahu
Arjun Gokul Jaykrishna
R.K. Mama
Rajesh Bachchani
Sindhu Menon
Rajdev Jamdade
Sidhaarth Jaaju
Sardar Singh Randhawa
Hari Shivdasani
Zoya Afroz
Jaswinder Singh Kaka
Nazira
Sunny Kaushal
Raman Bharadwaj
Raj Zutshi
Vikas Sethi
Adarhs Singh
Keeya Khanna
Master Ashish Gaur
Mohammed Israr Ansari
Archana Banerjee
Hardeep
Balraj Negi
Anupama Agnihotri
Amitabh Bachchan
Aaryan Maheshwari
Kota
Ridhima Grover
Sauraseni Maitra
N.R. Acharya
Kashmera Shah
Smitha Madhav
Awtar Krishna Kaul
Naseem
Roshan Taneja
Sunita Devi
Preeti Jain
Dharmendra Suresh Desai
Manohar Pandit
Ehasan Khan
Dakssh Ajit Singh
Ganesh Venkatraman
Anant Jog
Amit r Agarwal
Star:Piyush Wankhede
Pragya Chahar
Laxman Utekar
Rupini
Ajay K Saklani
Sudhir
Sunny Gill Ambersariya
Anindita Bose
Ravi Mann
Nitin Bhandarkar
Vidya Malvade
Rammohan Sharma
Simon Jones
Raja Unnithan
Upendranath Ashk
Tejashree Pradhan
Ashok Punjabi
Pratim D. Gupta
Anirudh Agarwal
Pradeep Tirpathi
Salil Acharya
Jugal Hansraj
Om Sharma
Ram Kamal Mukherjee
Ananya Panday
Dolly
A.R. Murugadoss
Paul Betts
Rajesh Puri
Saurabh Kumar
Sharan Anandani
Sangeeta Ghosh
Tina Gujjar
Leela Gupte
Odette Ferguson
Luc Besson
Vedika Pinto
Karan Gour
Kajal Yadav
Master Amey Ambulkar
Sabli
Niranjan Sharma
Subhendu Chaterjee
Nikhil Mahajan
Malini Dandekar
Poornima
Padma
Prakash Arora
Mallika Dua
Raj Khosla
Anjum
Shruti Seth
Arpita Singh
Dushyant Pratap Singh
S.S. Kulkarni
Star:Kamal Sharma
Tushar Waghela
Asad Shan
Zeeshan Khan
Geeta Khanna
Akshay Oberoi
Dheer Momaya
Bidyut Mahapatra
Feroz
Yumi Takada
Patrali Chattopadhyay
Perala
Biswanath Basu
Vinod Khanna
Anshuman Sharma
Prosit Roy
Rahul Rawail
Gani
Saket S. Behl
Ash Chandler
Jagannath Chatterjee
Aarti Nagpal
Tamanna Dipak
Bhudo Advani
Sharadsingh Thakur
Kamakhya Narayan Singh
Bagla
Divya Insan
Rajesh. K.
Kuldeep Chaturvedi
Yasmin Khan
Ankur Khanna
Crisula Stafida
Kumud Pant
Hanif Hilal
Gurdeep Sehgal
Swarnalata
Rishi Raj Rahi
Sudhir S. Dayma
Zara Khan
Jainendra
Anoop Singh Bisht
Mohan Kothivan
David Abraham
Rakesh Bedi
Aravind Rao
Sarvottam Badami
Vaibhav Chauhan
Rishank Tiwari
Mutyala Subbaiah
Kamika Verma
Gaurav Kothari
Shakeel Khan
Ananya Dutta
Yogesh Chhabra
Kavita Radheshyam
Nilofar Gesawat
Dwarka Nath
Narendranath Malhotra
Nobuyo Ôyama
Awanish Kotnal
Vikram Krishnan
Gurbani Gill
Akshay Shere
Abhishek Dudhaiya
Meenakshi Rai
Urvi Ashar
Master Baboo
Johny Fever
Pahalwan
Dinesh Dinaram
Ketan Kava
Ankit Gajera
Mandeep
Barun Chanda
Bhupesh Bandekar
Shekhar Ghosh
Saahil Prem
Mahesh Sharma
Girish Taurani
Shahajii Raje
Daniel Weber
Diiva Dhanoya
Ravi Baswani
Karanjeet Saluja
Anees Barudwale
Rajnish Jaiswal
Karan Kundrra
Arshad Mumtaz
Anju Mahendru
Nitya Ganguly
Owais Husain
Mohan Roy
Krishna Dutt Sharma
Rajesh Gupta
Mohan Sherry
Deven Khote
Ajit Varma
Manisha Koirala
Umesh Bist
Himayat Ali
Zalim Khan
Amber Doig-Thorne
Prateek Kalia
Sachin Shankar
Sanyogita Yadav
Shahab Shamsi
Harkiran Kaur Wraich
Srikanth Velagaleti
Mohsin Abrar
Ramin Bahrani
Chandani
Suresh Menon
Aditya Warang
Ishita Sharma
Goldee
Rajiv
Iqbal Khan
Mayank Taneja
Sindhu
Bambi
Shabbir Burmawala
Rai Sanjeev
L.V. Prasad
Chinnijayanth
Op Rai
Surya Prakash
Hemen Gupta
Munni Pankaj
Ankul Kumar
Faheem Ul Haq
Vaishnavi Patwardhan
Dhalapathi
Naina Ganguly
Sanjay Goradia
Kaifi Azmi
Rajinder Singh Bedi
Rahul Rajan
Sattwik Mohanty
Navpreet Moti
Pammi Somal
Harikrishna Nandamuri
Rana Jung Bahadur
Ambika Shourie
Carl Marino
Mehak Dhanoa
Satish Rai
Rangayana Raghu
Javed Abdi
Anant Jao
Deep Bhattacharya
Sikander Bhatia
Khan Aleena
Dennis Clement
Sameer Chopra
Raju Maan
Shivaji Satam
Smita Gondkar
Shilpi Sharma
Divyang Thakkar
Ravindra Arora
Kannu Gill
Luna Lahkar
Viju Khote
Rohini Chandra
Bharat Jadhav
Pramod Anand
Akash Dabas
Tumul Balyan
Jennifer Winget
Koushtuv Ghosh
Arshi
Kaashvi Nair
Kirti Choudhary
A.R.S.
Sumit Arora
Syeda Saiyidain Hameed
Pranav Parab
Shakti Shankar Jaju
Manoj Giri
Rohit Krishnakant Nayyar
Nishant Balgovind
Utpal Dutt
Perizaad Zorabian
Dev Goel
Shreyas Pandit
Rita Rani Kaul
Mohinder Pratap Singh
Urmi Negi
Anant Saraswat
Paresh Bannerjee
Rukhsar Rehman
Sommansh Sachdevva
Aaran
Eros D'Antona
Bharat Bhanushali
Gyanendra
Shreyans Jain
Gomes
Rakesh Mehta
Karan Arora
Sharman Joshi
Rehal Khan
Manjula Rai
Abhijit Mazumdar
Shankar Ashwath
Mohit Suri
Shikha Sinha
Danish Raza
Shubh Mukherjee
Ayaz Ahmed
Rahul Gairola
Nivetha Thomas
Shivin Narang
Butta Brar
Sunil Dutt
Ashutosh Gowariker
Arun Chopra
Anil Mishra
Shruti Ulfat
Divya
Shreya Narayan
Mohan Dev
Pooja Jangid
Manivannan
Nitya Shetty
Bhakla Ram
Shaukat Hussain Rizvi
Katrina Kaif
Rishikesh Pandey
Khwaja Mohammad Abbas
Snehal Dabi
Danny Sura
Ayesha Qureshi
Janhvi Kapoor
Jay Kumar
Boy George
Soundarya
Sapna Thakur
Kavi Shastri
Sudha Chandran
Aabhas Yadav
Kavya Trehan
Rohit Nayyar
Parshwanath Yeshwant Altekar
Vijay Shukla
Deven Bhojani
Nishi Neha Mishra
Disha Kapoor
Shanta Apte
Supriya Sharma
Nana Kldiashvili
Vijayalaxmi
Star:Pushkar Jog
Anup Das
Amartya Ray
Krishna Naidu
Sulabha Arya
Saveree Gaur
Anushka Manchanda
Kanti Shah
Master Bachu
Nishant Bhardwaj
Usha Devi
Ranjibhai Arya
Duvvasi Mohan
Pavail Gulati
Ashok Gupta
Devesh Ranjan
Gurbir Singh Grewal
Roselyn Dsouza
Arpita Sengupta
Ayesha Dharker
Rajiv Goswami
Jyoti Sharma
S.K. Ojha
Ranga
Rajiv Laxman
Soundarya Sharma
D.M. Subhashish
Kenneth Goh
Hriday Shetty
Nirab Hossain
Wataru Takahashi
Gurpreet Ghuggi
Kavi Raz
K.S. Adiyaman
Sharad Ponkshe
Raju Desai
Tatyana Melnikova
Smita Patil
Michelle Morgan
Muttu Raman
Digangana Suryavanshi
Sanjeeda Sheikh
Krishna Mishra
Sangeeta Naik
Ajay Dubey
Raj Saluja
Govindrao Tembe
Kavin Dave
Sagarika Neha
Pablo César
Priya Ahluwalia
Star:Nandita Das
Kabeer Kaushik
Shweta Kumar
Ashok Awasthi
Abha Ranta
Rishiking
Suhas Joshi
Manoranjan Bhattacharya
Naren Bansal
Honey Utreja
Seema
S. Ramanathan
Yogi Kathuria
Yogi Raj
V.K. Singh
Beena Banerjee
Prajact Rebeloma
Puneet Singh Ratn
Judo Rathnam
J. Misra
Charudutt Acharya
Kumar Gautam
G.S. Murthy
Alisha Khan
Mousam Sharma
Vineeth
Rahul Singh Rathod
Master Bunty
Urvashi Rautela
Amar Nath
Bimla Kumari
Chandrakant Joshi
David Gidali
Dinesh Kumar Srivastava
Ramesh Aravind
O.P. Dutta
Nandram Anand
Ayaz Khan
Tanuj Bhramar
Ava Mukherjee
Pratima Kazmi
Hind Amro
Akshay Choubey
Rishi Aarumilli
Sanjay Wankhede
Samar Jaisingh
Vikas Anand
Vijay Raj
Mehtab
Dr. Rajiv
Star:Aamir Khan
Amit Rao
P.P. Ghosh
Rajshekhar
Dimple Ghosh
Akash Hora
Aditya Mohan
Sandeep Nath
Lillian
Naina
Neeta Yadav
Hemant Nilim Das
Ronnaoq Ahuja
Abha Dhulia
Shahida
Sanjay Chaudhury
Satish Kumar
Raj Anand
Aarti Rughani
Mahesh Shastri
Azhar Sheikh
Sagar Nath Jha
Dev Menon
Tanveer
Govind Singh
Prem Mohan
Naresh Lalwani
Usha Solanki
Priya Rao
Aalaap Majgavkar
Satyanshu Singh
Nandita Singgha
Manushi Chhillar
Arsh Deol
Abhay Chhabra
Kuber Sarup
Sudesh Kumar
Praveen Kumar
Omkar Das Manikpuri
Amit Suryavanshi
Armeena Rana Khan
Zebunissa
Vasant Dalal
James Mackay
Gary Lawyer
Sudhanshu Pandey
Sandhya
Irfanouzzaman
Balwant Dullat
Satish Dhaulakhandi
Bhatnagar
Jahan Bloch
Riitu Sood
Roopa Ganguly
Srinivas Sunderrajan
Debleena Sen
Sai Paranjape
Ahsan Baksh
Rajesh Sethi
Olga Anand
Vinay Anand
Tina Ghai
Mukesh Mishra
Leon Herbert
Kamaljit Singh
Jabeen Jalil
Channa Ruparel
Ashwini Pakhrot
Munmun Guha
Jyoti Sarup
Adarsh
Sundeep Kochar
Manoj Anand
Rakesh Ravikant Tak
Shrivastava Anushka
Amar Mullick
Manju Asrani
Umasashi
Sunil Sharma
Astik Dalai
Avalok Nagpal
Benjamin
Raj Goswami
Sudhir Kulkarni
Uppekha Jain
Rabia Amin
Vishal Parekh
Rachel Shelley
Khushmeet Gill
Joshiy
Rose J. Kaur
Gururaj Hosakote
Dilip Ghosh
Gagan Pradeep
Nazeem Khan
Robert Barsoum
Ashoke Pandit
Sailen Choudhury
Ratan Rathore
Ranjit Deval
Jayendra Mehta
Sayantika Nath
Rakesh Baranwal
Vishwa Mehra
Chhaya Mahajan
Violante Placido
Prakash Saini
Amitabha Singh
Sujeet Pratap Singh
Sumit Bhot
Nikhil Mahar
Nayab Aftab
Bhupeshwar Tyagi
Jayshree Talpade
Mr. Moris
Mani Ratnam
Rohit Roy
J.K. Nanda
Mohit Chauhan
Jayoo Patwardhan
Abhinay Raj Singh
Deepak Kumar
Biren Nag
Imran Hasnee
Asad Khan
Sunny Leone
Shona Chabra
Satnam Kaur
Vikas Kumar
Vimala Vasishta
Natwar Shyam
Rajendra Bitty
Prakash
Rajeev
Surya Kumar
Bobby
Tejas Dhhanraj
Amol Shetge
Rubeena Khan
Shreya Dhanwanthary
Gagan Gupta
Mohan Savalkar
Abbas Khandwala
Dayal Nihalani
Prabhleen Kaur
Deb Mukherjee
Isabela Valotti
Tirrtha Murbaadkar
G. Laya
Madhureeta Anand
Yasar Shaikh
Ashok Kalra
Mukesh Ahuja
Mehran Amrohi
Steve Edwards
Dhanendra Kawde
Ravi Ahlawat
Jason Louder
Jayesh Pradhan
Prasad Purandhare
Sherry Baines
Saurabh Sengupta
Kunal Goswami
Madhavi Sharma
Anil Kumar Mehta
Prachi Desai
Ankita Dubey
Sarwan
Sunita Singh
Abhijit Deonath
Smeep Kang
Liyaqat Ali Khan
Manohar Shaikh
Balraj Sahni
Abbas Ali
Bhumika Dube
Sourav Chakraborty
Paras Zutshi
Mehmood Ali
Noopur Patwardhan
Aditi Subedi
Star:Afnan Amrohi
Krishna Chandran
Ranjeet Raj
Gyan Shivpuri
Anu
Yesudas
Amit Ghosh
Dhanraj Kadam
Madhuri Bhattacharya
Sanjay Gupta
Nandini Maliya
Ramandeep Kaur
Kangana Ranaut
Rahul Gandhi
Sheetal Shah
Reema Kagti
Avnish Pawar
Satish
Dubbing Janaki
Abhay Shukla
Prerna Vishwakarma
Akshat Bhatia
Hemavathi
Keerti
Meena Beni Singh
Neelakanta
Rajendra Prasad
Nikhil Vijay
Kkhushi Khanna
N.T. Rama Rao
Sapan Krishna
Bobby Kumar
Manil Mayank Mishra
Anita Guha
Mamta Bhatia
Mahima Gupta
Rishi Yadav
Inder Kumar Gupta
Akshay Paniker
Swati Kaushik
Sooni Taraporevala
Radha
Vikram Aditya
Vijay Trivedi
Ferdous Ahmed
Hemant Pandey
Master Bhagwan
Ravi Chauhan
Kabir Khan
Arslan Goni
Subhankar Ghosh
Adhyayan Suman
Gaurav Aryan Naidu
Bhanu Priya
Sandeep Shah
Human Khan
Vijay Babu
Koel Purie
Ann Marie Seall
Kewal Kumar
Amit Phalke
M. Shankar
R K Sharma
Sparsh Khanchandani
Alankrita Bora
Ajita
Alok Nath
Rahul Dholakia
Mahima Chaudhry
Aryan Mishra
Lakhanpal
Mithila Palkar
Jim Sanjay
Azim
Ajayender Reddy Loka
Bharat Nagraj
K. Babuji
Saandesh Nayak
Sajan
Devesh Bhardwaj
Saira Khan
P.V. Narasimha Bharathi
Murari Kumar
Dheeraj Kumar
Ramchandra Thakur
Rajniesh Pal
D.N. Madhok
Anil
Aziz Naser
Pawan Kumar Sharma
Iftekhar
Agrawal Mukesh Narayan
Mona Chaudhary
Jasmeet Singh Bhatia
Rubina Khan
Shelly Chopra Dhar
Mon
Daisy
Bambi Junejjaa
Abhishek Patel
Tenzing Dalha
Narendra Prasad
Abhimanyu Singh
Vidhatri Bandi
Anjum Batra
Pushtii Shakti
Paritosh Goswami
Sabina Sheema
Avinash Wadhawan
Bikas Ranjan Mishra
Santosh Kashyap
Manish Mitra
Ranjit Roy
Shilpa Shirodkar
Master Hardik Khanna
Kishan Katwal
Deepa Katare
Jayanta Das
Priyanka Roy
Aakash Pandey
Glen Barreto
Dimple Sewak
Darshan Thoogudeep
Mayur More
Adarsh Jain
Sudha Rao
Richashree
Raju Sundaram
Ajay Devgn
Mirajkar
Mustafa Burmawala
Jawar N. Sitaraman
D. Rajendra Babu
Hsieh Chang Hai
Karann Rajpoot
Anuradha Mukherjee
Bugs Bhargava Krishna
Alankrita Sahai
Prerna Punjabi
Barbara Rush
Kunal Bhange
Nishu Singh
Vandana Sawant
Hari Dutt
Shobha
Paul Harika
Anwar Hussain
Govind Moonis
Mukesh Manas
Shahana Goswami
Vijay Sharma
Girija Oak
Diya Chevli
Vatsala Kumthekar
Ruby Ahmed
Chander Saigal
Habib Azmi
Bertrand Usclat
Asitbaran
J.P. Dutta
Saeed Jaffrey
Kishore Bhanushali
Kanaka
Siraj Mustafa Khan
Anil Senior
Sanjay Jha
Krishna Rao
L. Vijayalakshmi
Raja
Kavita Joshi
Apoorv Vij
Anubhav Mishra
Pritikrushna Mahanty
Bobby Bahal
Trilok Kapoor
Vasant Choudhury
Kiku Sharda
Sabir Shaikh
R.P. Swamy
Amann Grewal
Javed Akhtar
Anup Grover
Attu
Jagriti Tiwadi
Rajiv Sharma
Navneet Nishan
Rj Ajay
Bharti Bhatt
Lata Tippee
Mumtaz Askari
Surya Shankar
Vipul K. Rawal
Soni Patel
Shahbaaz Khan
Kaushik
Dharam Prakash
Matin Khan
Sucheta Khanna
Ranjha Vikram Singh
Indra
Mohan Baggad
Aamrik Arjun
Pia Sukanya
Raama Mehra
Freny Bhagat
Sundarabai
Kanishka Soni
Amit Sadh
Aparna
Raj Arjun
Radha Ravi
Hari Viswanath
Rajnish Bahl
Rasi
Sajith Bhaskar
Amruta Khanvilkar
Rashi
Mithun Purandare
Arindam Ray
Priyanshu Painyuli
Bharat Rangachary
Ananth
Irshad
Sanjeev Puri
Mukesh Asopa
Deepak Tanwar
Alisha Farrer
S.N. Banerjee
Indira
Vijay Chandra
Pooja Kapoor
Satyakam Gupta
Amitabh Dayal
Swati
Amit Choyal
Nicholas Brown
Kalpana Bora
Aiden Angeli
Rati Agnihotri
Jampa Kalsang Tamang
Ronny Jhutti
Papu Bahruz
Arshin Mehta
Sakthi Chidambaram
Ramanjit Singh Besil
Samir Tewari
Vijay Chavan
Sana Govil
Rajendra Sethi
Anurag Mishra
Sriram Raja
Saba Joshi
Shivom Yadav
Paul Clerkin
Ram Rasila
Vijay Bholenath
Deep Katdare
Sandeep Mohan
Deepa Sahi
Saraswat Mandarapu
Akshy Mishra
Rajesh Krishnan
A.K. Bir
Sultan Ahmed
Mansoor Khan
Anuraag
Colin K. Gray
Shailendra Gaur
Salim Suma
Priya Bhardwaz
Maneka Shewa
Kkunal Shinde
Kewal Singh
Swapnil kiiran Kotriwar
Sheikh Mukhtar
Kavita Kiran
Pamela Dickerson
Ayub M. Khan
Hyder Bilgrami
Sunil Thapa
Mandeep Mazumdar
Shamshad Pathan
Sajeel Parakh
Som Haksar
Amit Chandra Sahay
Rajeev Raj
Rafiq
Mukund Krishna Kumar Nair
Debesh Meher
Shiv Kumar
Aafreen
Renuka
Aravind Akash
Rihanna
Usha Tikku
Amanda Renberg
A.C. Trilogchander
Praveen Atharva
Faisal Kapdi
Jahar Ganguli
Vivek Vaswani
Arjun
Anju
Heenee Kaushik
Jaz Pandher
Shiraz Henry
Nemo
Tapas Pal
Subhash Agrawal
Nishan Nanaiah
Aslam Aziz
Mustajab Malik
Ileana D'Cruz
Ranbir Kapoor
K.R. Rangan
Bindiya Mohapatra
Shiva Rindani
Y. Jithendra
Raghuvir Yadav
Bhushan Tiwari
Mumtaz
Ayush Pandey
Rabinder Parasher
Ram Rano
Sayed Faizan Hussain
Junior Johnny Lever
Sanjeevani Gupta
Shoaib Khan
Krishna Mohan Chintapatla
Deepa Mehta
Mukesh Marko
Sarah Jane Dias
Meera
Seema Desai
Anjali
Ramesh Bachwani
Chetana Gupta
Charu Sharma
Sunil Patel
Monojit Shil
Prachi Shah
Ajay Ojha
Kaizer Khan
Yogesh Bharadwaj
Nishigandha Wad
Govind Saraiya
Sharda Varma
Vinay Jain
Shriya Saran
Kritika Kamra
Romit Raj
Karunesh Thakur
Madan Duklan
Vijay Sadanah
Deepa Parab
Dennis Albanese
Nikita Anand
Panna Hossain
Sahil Akhtar
Altaf
Sachin Kumar Srivastava
Chandra Kumar
Shailendra Singh Rajput
Samyukta
K.I. Sheikh
Praveen Morchhale
Onir
Ashwini Ekbote
Harish Shetty
Yogesh Mittal
D.S. Azad
Rajiv Pathak
Harsh Kumar
Mala Shri
Aparna Sharma
Prince Adhikari
R. Balki
Jai Yadav
Sunil Bhojwani
Arya Chaturvedi
Chacha Chaudhary
Sushmita Dey
Henna
Viz Moran
Atique Mujawar
Ratin Banerjee
Rajina Raj Bisaria
Jyoti Rana
Backagaindancer
M.M. Baig
Tanisha Singh
Gennadiy Vasilev
Babita
Anshul Sinha
Kajol
Veera Saxena
Asha Lata
Raghw Raj
Vinit Yadav
Aakar Kaushik
Joy Mukherjee
Jyotika
Ishita Dutta
Vijay Suthar
Sourabh Shrivastav
Urmila Mahanta
Rakhi Rathuri
Boishali Sinha
Mohan Sinha
Sajid Sheikh
Apoorv Bansal
Hetvi Charla
C.M. Jain
Rashmi Mishra
Sanjeev Jaiswal
Gaurav Pandey
Pinchoo Kapoor
Srihari
Ashu Bharti
Vinay Forrt
Vikas Desai
Vanshika Gupta
Ronne Shah
Sanjay Singh
Ashwin Laxmi Narayan
Adam Avil
Sajini Sacharaiah
Nitu
Anmol Karnik
Sarika Thakur
Soni Singh
Abhishek Bharate
Ashutosh Rana
Mahie Gill
Anant Kumar
Sunil Kumar
Navdeep
Raj Kapoor
Star:Anmol
Ankush
Anil Chahar
Vikram Kochhar
Khalid Khan
Geeta Chauhan
Ajoy Varma
Star:Ritika Singh
Souryansh Bharadwaj
Sharvari Lohokare
Himanshu Binekar
Raju Rahikwar
Jay Mehta
Zaffar Abbas
Suman
Preet Karnawal
Gauri Karnik
Eshu Gambhir
Anita Advani
Ahad Khan
Madhukar Gupta
Prabhu Rathod
Soumik Sen
Aditya Rawal
Nilesh Maniyar
Monica Bedi
Sripriya
Kishore Kumar
Shahrukh Chauhan
Pulkit
Jyotin Goel
Vinata Karra
Sudesh Bhonsle
Flavin Luicien
Ruchika Panday
Raja Nene
Sharda
Piyush Jha
Seema Singh
Vinayak Handa
Rajkumar Hirani
Hiten Tejwani
Ashish
Aanchal Anand
Munish Bhardwaj
Junior Amitabh Bachchan
Ankur Panchal
Mohan
David Lenneman
Yashwant Dave
R.D. Rajput
Amit Bajaj
Gyan Mukherjee
Ajit Prakash
Polson
Talat Aziz
Sharbani Mukherjee
Sridhar Rangayan
Kumar Ambar
Akshay Roy
Sandeep Mishra
Pawan Rajput
Keshavrao Date
Asha Sachdev
Mathivanan Rajendran
Milisha Lal
Star:Ashish Chouhan Bagh
Barkha Madan
Nagaraja Kote
Namit Shah
Prachita Gujar
Masud Mirza
Iqbal Raj
Seema Vaz
Gopika
Kamal Mehta
Jitesh Kumar Parida
Ashalata Wabgaonkar
Vijay Banerji
Viveka Babajee
Surendran Kaliyaperumal
Hari Walia
Prince Rodde
Shily Kapoor
Nawab
Vidya Bhushan
Rakesh
Bhimsain
Vimal Bhagat
Neil Nitin Mukesh
Elham Ehsas
Dhruv Raj
Shradha
Gautam Bhatia
K.K. Raina
Aaryan Menghji
Vivek
Raja Gulati
Bipasha Basu
Vasant Joglekar
Surendra Pal
Kalpana Bhattarai
Vishnu Manchu
Smita Jaykar
Chaman Bagga
Priyansh Jora
Vikram
Zarine Katrak
Nethra Raghuraman
Alpana Talwar
Arzoo Govitrikar
Star:Sudeep
Vishnu Ranjith
Dayanand
Tarique Khan
Robert Chapin
Daman Baggan
Monica
Ashish Lal
Garima Insan
Priya Rajvansh
Sandeep Bedi
Anushka Panwala
Shiv Singh
Pankaj Sehgal
Sneha Taurani
Navinchandra
Lisa Ray
Arunima Sharma
Inayatullah Kantroo
Amol Dwivedi
K. Vijayan
Mohit Mattoo
Arup Dutta
Jenny Gravenstein
Nayani Dixit
Lal Vijay Shahdeo
Ujjwal V. Thengdi
Salim Ghouse
Saheen Aman
Gopal Das
Nana Patekar
Mazhar Kamran
Kiran Jain
Janakaraj
Amrita Bakshi
Chandni Gupta
Munawwar Sultana
Sanjay Batra
Abhro Banerjee
Pradip Sagar
Raman B. Desai
Kanan Devi
Shaheed K. Woods
Gaurav Ajay Kaura
Manish Gupta
Ganraj Jadhav
Subodh Mukherji
Saazish Sidhu
Kaushik Banerjee
Paul R. Solomon
John Tillotson
Prashant Batar
Sharib Hashmi
Shonita Joshi
Shashwat Deep
Ashok Asrani
Tilak Shetty
Kalpana Iyer
Daljeet
Vivek Dahiya
Charu Haasan
Judith Shekoni
Saurabh Dubey
Hrishitaa Bhatt
Chapour Haghighat
Abhinav Chaturvedi
Vasundhara Das
Prosenjit Ganguly
Neeraj Bharadwaj
Vivek Ghamande
Arijit Lahiri
Sandeep Bharadwaj
Neha Pendse
Rajesh Bhatia
Ankit Jaiswal
Devika
Ravindra Kapoor
Shujaat Saudagar
Satya Khare
Diljit Singh
Israr Khan
Jahina Mulla Qureshi
Rajbans Khanna
Star:Jagdeep
Priyanka Banerji
Ram Dubey
Saif Ali Sayeed
Asseem Merchant
Pachhi
Adah Sharma
Sagar Sarhadi
Anu Kashyap
Amrit Nahata
Rafeeq Ellias
Deepak Ramsay
Gyanendra Choudhry
Deepa
Master Ayushman
Ashay Chitre
Shubham Saraf
Swarup Dutt
Deah Tandon
Gummadi
Ramesh Talwar
Sadanand Palande
Pankaj Kamal
Sibte Hassan Rizvi
Satya Prakash
Sayani Atish
Shreyas Talpade
Usha Bachani
Lubna
Shyam Bharteey
Amarjeet Kaur
Dinesh Awasthi
Sitara
Rachita Bhattacharya
Aahuthi Prasad
Ritesh Sharma
Esshan Khan
Shiva Kumar
Gogi Anand
Ganapathi Bhat
Parth Singh Chauhan
Vicky Bhalla
A.M. Khan
Shakti
Choudhury Mohammed Rafiq
Jayesh More
Virendra Saini
K.K. Gautam
Krishnamraju
Satish Rajwade
Rinke Khanna
Milind Gunaji
Damandeep Singh
Jitender Bhargava
Amar Jyoti
Savita Devi
Mudasir Bhat
Saqib Saleem
Rajkumari Shukla
Sumeet Chawla
Akshat Chopra
Rajesh Kava
Sandeep Pandey
Girish Karnad
Hammad
Shiva Suryavanshi
Urmila Sharma
Siv Sagar
Jack Gaud
Preena Jhamb
Harish Kumar
Sony Charishta
Niharica Raizada
